checking_status,duration,loan_history,purpose,loan_amount,savings_status,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_loans,job,num_dependents,own_telephone,foreign_worker,accepted
None,12,Existing_loans_paid_till_now,radio/television,1493,<100DM,<1yr,4,female_divorced/separated/married,None,3,car_or_other_nonsavings,34,none,own,w1,skilled_employee/official,2,No,yes,2
<0DM,42,Delay_in_past,radio/television,4370,<100DM,4_to_7yrs,3,male_single,None,2,building_society_savings_agreement/life_insurance,26,bank,own,xe22,skilled_employee/official,2,Yes,yes,1
<0DM,18,Existing_loans_paid_till_now,education,750,<100DM,unemployed,4,female_divorced/separated/married,None,1,real_estate,27,none,own,s1,unemployed/unskilled_nonresident,1,No,yes,1
0_to_200DM,15,Existing_loans_paid_till_now,repairs,1308,<100DM,>7yrs,4,male_single,None,4,car_or_other_nonsavings,38,none,own,r22,unskilled_resident,1,No,yes,2
None,15,Existing_loans_paid_till_now,education,4623,100_to_500DM,1_to_4yrs,3,male_single,None,2,building_society_savings_agreement/life_insurance,40,none,own,a1,management_self-employed_highly_qualified/officer,1,Yes,yes,1
None,24,Critical_acct_other_loans_existing,radio/television,1851,<100DM,4_to_7yrs,4,male_married/widowed,guarantor,2,car_or_other_nonsavings,33,none,own,pp22,skilled_employee/official,1,Yes,yes,2
<0DM,18,Critical_acct_other_loans_existing,radio/television,1880,<100DM,4_to_7yrs,4,male_married/widowed,None,1,building_society_savings_agreement/life_insurance,32,none,own,e22,management_self-employed_highly_qualified/officer,1,Yes,yes,2
None,36,Delay_in_past,business,7980,Unknown_or_no_savings_acct,<1yr,4,male_single,None,4,car_or_other_nonsavings,27,none,rent,epo22,skilled_employee/official,1,Yes,yes,1
<0DM,30,No_loans_taken_or_all_paid,furniture/equipment,4583,<100DM,1_to_4yrs,2,male_divorced/separated,guarantor,2,real_estate,32,none,own,f22,skilled_employee/official,1,No,yes,2
None,12,Existing_loans_paid_till_now,new_car,1386,500_to_1000DM,1_to_4yrs,2,female_divorced/separated/married,None,2,building_society_savings_agreement/life_insurance,26,none,own,xb1,skilled_employee/official,1,No,yes,1
>200DM,24,Existing_loans_paid_till_now,new_car,947,<100DM,4_to_7yrs,4,male_single,None,3,unknown/no_property,38,bank,for_free,e1,skilled_employee/official,2,No,yes,1
<0DM,12,Existing_loans_paid_till_now,education,684,<100DM,1_to_4yrs,4,male_single,None,4,car_or_other_nonsavings,40,none,rent,a1,unskilled_resident,2,No,yes,1
<0DM,48,Existing_loans_paid_till_now,education,7476,<100DM,4_to_7yrs,4,male_single,None,1,unknown/no_property,50,none,for_free,u1,management_self-employed_highly_qualified/officer,1,Yes,yes,2
0_to_200DM,12,Existing_loans_paid_till_now,furniture/equipment,1922,<100DM,1_to_4yrs,4,male_single,None,2,building_society_savings_agreement/life_insurance,37,none,own,hu1,unskilled_resident,1,No,yes,1
<0DM,24,Existing_loans_paid_till_now,new_car,2303,<100DM,>7yrs,4,male_single,co-applicant,1,real_estate,45,none,own,tp1,skilled_employee/official,1,No,yes,1
0_to_200DM,36,Delay_in_past,new_car,8086,100_to_500DM,>7yrs,2,male_single,None,4,car_or_other_nonsavings,42,none,own,l4444,management_self-employed_highly_qualified/officer,1,Yes,yes,1
None,24,Critical_acct_other_loans_existing,used_car,2346,<100DM,4_to_7yrs,4,male_single,None,3,car_or_other_nonsavings,35,none,own,xbw22,skilled_employee/official,1,Yes,yes,2
<0DM,14,Existing_loans_paid_till_now,new_car,3973,<100DM,unemployed,1,male_single,None,4,unknown/no_property,22,none,for_free,r1,skilled_employee/official,1,No,yes,2
0_to_200DM,12,Existing_loans_paid_till_now,new_car,888,<100DM,>7yrs,4,male_single,None,4,car_or_other_nonsavings,41,bank,own,1,unskilled_resident,2,No,yes,1
None,48,Existing_loans_paid_till_now,radio/television,10222,Unknown_or_no_savings_acct,4_to_7yrs,4,male_single,None,3,car_or_other_nonsavings,37,stores,own,1,skilled_employee/official,1,Yes,yes,2
0_to_200DM,30,No_loans_taken_or_all_paid,business,4221,<100DM,1_to_4yrs,2,female_divorced/separated/married,None,1,car_or_other_nonsavings,28,none,own,22,skilled_employee/official,1,No,yes,2
0_to_200DM,18,Critical_acct_other_loans_existing,furniture/equipment,6361,<100DM,>7yrs,2,male_single,None,1,unknown/no_property,41,none,own,m1,skilled_employee/official,1,Yes,yes,2
>200DM,12,Existing_loans_paid_till_now,radio/television,1297,<100DM,1_to_4yrs,3,male_married/widowed,None,4,real_estate,23,none,rent,sk1,skilled_employee/official,1,No,yes,2
<0DM,12,Existing_loans_paid_till_now,new_car,900,Unknown_or_no_savings_acct,1_to_4yrs,4,male_married/widowed,None,2,car_or_other_nonsavings,23,none,own,1,skilled_employee/official,1,No,yes,1
None,21,Existing_loans_paid_till_now,furniture/equipment,2241,<100DM,>7yrs,4,male_single,None,2,real_estate,50,none,own,22,skilled_employee/official,1,No,yes,2
0_to_200DM,6,Delay_in_past,furniture/equipment,1050,<100DM,unemployed,4,male_single,None,1,building_society_savings_agreement/life_insurance,35,stores,own,22,management_self-employed_highly_qualified/officer,1,Yes,yes,2
>200DM,6,Critical_acct_other_loans_existing,education,1047,<100DM,1_to_4yrs,2,female_divorced/separated/married,None,4,building_society_savings_agreement/life_insurance,50,none,own,d1,unskilled_resident,1,No,yes,2
None,24,Critical_acct_other_loans_existing,other,6314,<100DM,unemployed,4,male_single,co-applicant,2,unknown/no_property,27,bank,own,e22,management_self-employed_highly_qualified/officer,1,Yes,yes,2
0_to_200DM,30,All_loans_paid_duly,furniture/equipment,3496,>1000DM,1_to_4yrs,4,male_single,None,2,car_or_other_nonsavings,34,stores,own,fn1,skilled_employee/official,2,Yes,yes,2
None,48,All_loans_paid_duly,business,3609,<100DM,1_to_4yrs,1,female_divorced/separated/married,None,1,real_estate,27,stores,own,bh1,skilled_employee/official,1,No,yes,2
<0DM,12,Critical_acct_other_loans_existing,new_car,4843,<100DM,>7yrs,3,male_single,co-applicant,4,building_society_savings_agreement/life_insurance,43,none,rent,22,skilled_employee/official,1,Yes,yes,1
>200DM,30,Critical_acct_other_loans_existing,radio/television,3017,<100DM,>7yrs,4,male_single,None,4,building_society_savings_agreement/life_insurance,47,none,own,rth1,skilled_employee/official,1,No,yes,2
None,24,Critical_acct_other_loans_existing,business,4139,100_to_500DM,1_to_4yrs,3,male_single,None,3,building_society_savings_agreement/life_insurance,27,none,own,w22,unskilled_resident,1,Yes,yes,2
None,36,Existing_loans_paid_till_now,business,5742,100_to_500DM,4_to_7yrs,2,male_single,None,2,car_or_other_nonsavings,31,none,own,g22,skilled_employee/official,1,Yes,yes,2
None,60,Existing_loans_paid_till_now,new_car,10366,<100DM,>7yrs,2,male_single,None,4,building_society_savings_agreement/life_insurance,42,none,own,1,management_self-employed_highly_qualified/officer,1,Yes,yes,2
None,6,Critical_acct_other_loans_existing,new_car,2080,500_to_1000DM,1_to_4yrs,1,male_married/widowed,None,2,car_or_other_nonsavings,24,none,own,m1,skilled_employee/official,1,No,yes,2
None,21,Delay_in_past,business,2580,500_to_1000DM,<1yr,4,male_single,None,2,real_estate,41,bank,own,1,unskilled_resident,2,No,yes,1
None,30,Critical_acct_other_loans_existing,radio/television,4530,<100DM,4_to_7yrs,4,female_divorced/separated/married,None,4,car_or_other_nonsavings,26,none,rent,i1,management_self-employed_highly_qualified/officer,1,Yes,yes,2
None,24,Critical_acct_other_loans_existing,furniture/equipment,5150,<100DM,>7yrs,4,male_single,None,4,car_or_other_nonsavings,33,none,own,c1,skilled_employee/official,1,Yes,yes,2
0_to_200DM,72,Existing_loans_paid_till_now,radio/television,5595,100_to_500DM,1_to_4yrs,2,male_married/widowed,None,2,car_or_other_nonsavings,24,none,own,t1,skilled_employee/official,1,No,yes,1
<0DM,24,Existing_loans_paid_till_now,radio/television,2384,<100DM,>7yrs,4,male_single,None,4,real_estate,64,bank,rent,d1,unskilled_resident,1,No,yes,2
None,18,Existing_loans_paid_till_now,radio/television,1453,<100DM,<1yr,3,female_divorced/separated/married,None,1,real_estate,26,none,own,rx1,skilled_employee/official,1,No,yes,2
None,6,Existing_loans_paid_till_now,education,1538,<100DM,<1yr,1,female_divorced/separated/married,None,2,unknown/no_property,56,none,own,mq1,skilled_employee/official,1,No,yes,2
None,12,Existing_loans_paid_till_now,radio/television,2279,Unknown_or_no_savings_acct,1_to_4yrs,4,male_single,None,4,unknown/no_property,37,none,for_free,e1,skilled_employee/official,1,Yes,yes,2
None,15,Delay_in_past,radio/television,1478,<100DM,1_to_4yrs,4,male_married/widowed,None,3,real_estate,33,bank,own,fq22,skilled_employee/official,1,No,yes,2
None,24,Critical_acct_other_loans_existing,radio/television,5103,<100DM,<1yr,3,male_married/widowed,None,3,unknown/no_property,47,none,for_free,xr333,skilled_employee/official,1,Yes,yes,2
0_to_200DM,36,Delay_in_past,business,9857,100_to_500DM,4_to_7yrs,1,male_single,None,3,building_society_savings_agreement/life_insurance,31,none,own,o22,unskilled_resident,2,Yes,yes,2
None,60,Existing_loans_paid_till_now,new_car,6527,Unknown_or_no_savings_acct,1_to_4yrs,4,male_single,None,4,unknown/no_property,34,none,for_free,kdd1,skilled_employee/official,2,Yes,yes,2
>200DM,10,Critical_acct_other_loans_existing,radio/television,1347,Unknown_or_no_savings_acct,4_to_7yrs,4,male_single,None,2,building_society_savings_agreement/life_insurance,27,none,own,x22,skilled_employee/official,1,Yes,yes,2
0_to_200DM,36,Delay_in_past,new_car,2862,100_to_500DM,>7yrs,4,male_single,None,3,unknown/no_property,30,none,for_free,z1,skilled_employee/official,1,No,yes,2
None,9,Existing_loans_paid_till_now,radio/television,2753,100_to_500DM,>7yrs,3,male_single,co-applicant,4,car_or_other_nonsavings,35,none,own,t1,skilled_employee/official,1,Yes,yes,2
<0DM,12,Existing_loans_paid_till_now,new_car,3651,>1000DM,1_to_4yrs,1,male_single,None,3,building_society_savings_agreement/life_insurance,31,none,own,w1,skilled_employee/official,2,No,yes,2
<0DM,15,Critical_acct_other_loans_existing,furniture/equipment,975,<100DM,1_to_4yrs,2,male_divorced/separated,None,3,building_society_savings_agreement/life_insurance,25,none,own,y22,skilled_employee/official,1,No,yes,2
0_to_200DM,15,Existing_loans_paid_till_now,repairs,2631,100_to_500DM,1_to_4yrs,3,female_divorced/separated/married,None,2,real_estate,25,none,own,1,unskilled_resident,1,No,yes,2
0_to_200DM,24,Existing_loans_paid_till_now,radio/television,2896,100_to_500DM,<1yr,2,male_single,None,1,car_or_other_nonsavings,29,none,own,v1,skilled_employee/official,1,No,yes,2
<0DM,6,Critical_acct_other_loans_existing,new_car,4716,Unknown_or_no_savings_acct,<1yr,1,male_single,None,3,real_estate,44,none,own,s22,unskilled_resident,2,No,yes,2
None,24,Existing_loans_paid_till_now,radio/television,2284,<100DM,4_to_7yrs,4,male_single,None,2,car_or_other_nonsavings,28,none,own,o1,skilled_employee/official,1,Yes,yes,2
None,6,Existing_loans_paid_till_now,used_car,1236,500_to_1000DM,1_to_4yrs,2,male_single,None,4,building_society_savings_agreement/life_insurance,50,none,rent,l1,skilled_employee/official,1,No,yes,2
0_to_200DM,12,Existing_loans_paid_till_now,radio/television,1103,<100DM,4_to_7yrs,4,male_single,guarantor,3,real_estate,29,none,own,dl22,skilled_employee/official,1,No,no,2
None,12,Critical_acct_other_loans_existing,new_car,926,<100DM,unemployed,1,female_divorced/separated/married,None,2,building_society_savings_agreement/life_insurance,38,none,own,wr1,unemployed/unskilled_nonresident,1,No,yes,2
None,18,Critical_acct_other_loans_existing,radio/television,1800,<100DM,1_to_4yrs,4,male_single,None,2,car_or_other_nonsavings,24,none,own,pb22,skilled_employee/official,1,No,yes,2
>200DM,15,Existing_loans_paid_till_now,education,1905,<100DM,>7yrs,4,male_single,None,4,car_or_other_nonsavings,40,none,rent,ue1,management_self-employed_highly_qualified/officer,1,Yes,yes,2
None,12,Existing_loans_paid_till_now,furniture/equipment,1123,500_to_1000DM,1_to_4yrs,4,female_divorced/separated/married,None,4,car_or_other_nonsavings,29,none,rent,my1,unskilled_resident,1,No,yes,1
<0DM,48,Critical_acct_other_loans_existing,used_car,6331,<100DM,>7yrs,4,male_single,None,4,unknown/no_property,46,none,for_free,22,skilled_employee/official,1,Yes,yes,1
>200DM,24,Existing_loans_paid_till_now,radio/television,1377,100_to_500DM,>7yrs,4,female_divorced/separated/married,None,2,unknown/no_property,47,none,for_free,m1,skilled_employee/official,1,Yes,yes,2
0_to_200DM,30,Delay_in_past,business,2503,100_to_500DM,>7yrs,4,male_single,None,2,building_society_savings_agreement/life_insurance,41,stores,own,w22,skilled_employee/official,1,No,yes,2
0_to_200DM,27,Existing_loans_paid_till_now,business,2528,<100DM,<1yr,4,female_divorced/separated/married,None,1,building_society_savings_agreement/life_insurance,32,none,own,x1,skilled_employee/official,2,Yes,yes,2
None,15,Existing_loans_paid_till_now,new_car,5324,500_to_1000DM,>7yrs,1,female_divorced/separated/married,None,4,unknown/no_property,35,none,for_free,re1,skilled_employee/official,1,No,yes,2
0_to_200DM,48,Existing_loans_paid_till_now,new_car,6560,100_to_500DM,4_to_7yrs,3,male_single,None,2,building_society_savings_agreement/life_insurance,24,none,own,c1,skilled_employee/official,1,No,yes,1
0_to_200DM,12,No_loans_taken_or_all_paid,furniture/equipment,2969,<100DM,<1yr,4,female_divorced/separated/married,None,3,building_society_savings_agreement/life_insurance,25,none,rent,z22,skilled_employee/official,1,No,yes,1
0_to_200DM,9,Existing_loans_paid_till_now,radio/television,1206,<100DM,>7yrs,4,female_divorced/separated/married,None,4,real_estate,25,none,own,i1,skilled_employee/official,1,No,yes,2
0_to_200DM,9,Existing_loans_paid_till_now,radio/television,2118,<100DM,1_to_4yrs,2,male_single,None,2,real_estate,37,none,own,sk1,unskilled_resident,2,No,yes,2
None,18,Critical_acct_other_loans_existing,radio/television,629,500_to_1000DM,>7yrs,4,male_single,None,3,building_society_savings_agreement/life_insurance,32,bank,own,22,management_self-employed_highly_qualified/officer,1,Yes,yes,2
<0DM,6,All_loans_paid_duly,education,1198,<100DM,>7yrs,4,female_divorced/separated/married,None,4,unknown/no_property,35,none,for_free,1,skilled_employee/official,1,No,yes,1
None,21,Existing_loans_paid_till_now,used_car,2476,Unknown_or_no_savings_acct,>7yrs,4,male_single,None,4,real_estate,46,none,own,1,management_self-employed_highly_qualified/officer,1,Yes,yes,2
<0DM,9,Critical_acct_other_loans_existing,radio/television,1138,<100DM,1_to_4yrs,4,male_single,None,4,real_estate,25,none,own,r22,unskilled_resident,1,No,yes,2
0_to_200DM,60,Existing_loans_paid_till_now,new_car,14027,<100DM,4_to_7yrs,4,male_single,None,2,unknown/no_property,27,none,own,d1,management_self-employed_highly_qualified/officer,1,Yes,yes,1
None,30,Critical_acct_other_loans_existing,used_car,7596,Unknown_or_no_savings_acct,>7yrs,1,male_single,None,4,car_or_other_nonsavings,63,none,own,22,skilled_employee/official,1,No,yes,2
None,30,Critical_acct_other_loans_existing,radio/television,3077,Unknown_or_no_savings_acct,>7yrs,3,male_single,None,2,car_or_other_nonsavings,40,none,own,tg22,skilled_employee/official,2,Yes,yes,2
None,18,Existing_loans_paid_till_now,radio/television,1505,<100DM,1_to_4yrs,4,male_single,None,2,unknown/no_property,32,none,for_free,y1,management_self-employed_highly_qualified/officer,1,Yes,yes,2
>200DM,24,Critical_acct_other_loans_existing,radio/television,3148,Unknown_or_no_savings_acct,1_to_4yrs,3,male_single,None,2,car_or_other_nonsavings,31,none,own,22,skilled_employee/official,1,Yes,yes,2
0_to_200DM,20,No_loans_taken_or_all_paid,used_car,6148,100_to_500DM,>7yrs,3,male_married/widowed,None,4,car_or_other_nonsavings,31,bank,own,22,skilled_employee/official,1,Yes,yes,2
>200DM,9,No_loans_taken_or_all_paid,radio/television,1337,<100DM,<1yr,4,male_single,None,2,car_or_other_nonsavings,34,none,own,y22,management_self-employed_highly_qualified/officer,1,Yes,yes,1
0_to_200DM,6,All_loans_paid_duly,education,433,>1000DM,<1yr,4,female_divorced/separated/married,None,2,building_society_savings_agreement/life_insurance,24,bank,rent,sy1,skilled_employee/official,2,No,yes,1
<0DM,12,Existing_loans_paid_till_now,new_car,1228,<100DM,1_to_4yrs,4,female_divorced/separated/married,None,2,real_estate,24,none,own,qx1,unskilled_resident,1,No,yes,1
0_to_200DM,9,Existing_loans_paid_till_now,radio/television,790,500_to_1000DM,1_to_4yrs,4,female_divorced/separated/married,None,3,real_estate,66,none,own,1,unskilled_resident,1,No,yes,2
None,27,Existing_loans_paid_till_now,new_car,2570,<100DM,1_to_4yrs,3,female_divorced/separated/married,None,3,real_estate,21,none,rent,l1,skilled_employee/official,1,No,yes,1
None,6,Critical_acct_other_loans_existing,new_car,250,>1000DM,1_to_4yrs,2,female_divorced/separated/married,None,2,real_estate,41,bank,own,t22,unskilled_resident,1,No,yes,2
None,15,Critical_acct_other_loans_existing,radio/television,1316,500_to_1000DM,1_to_4yrs,2,male_married/widowed,None,2,building_society_savings_agreement/life_insurance,47,none,own,w22,unskilled_resident,1,No,yes,2
<0DM,18,Existing_loans_paid_till_now,radio/television,1882,<100DM,1_to_4yrs,4,female_divorced/separated/married,None,4,car_or_other_nonsavings,25,bank,rent,bk22,skilled_employee/official,1,No,yes,1
0_to_200DM,48,All_loans_paid_duly,business,6416,<100DM,>7yrs,4,female_divorced/separated/married,None,3,unknown/no_property,59,none,rent,1,skilled_employee/official,1,No,yes,1
>200DM,24,Critical_acct_other_loans_existing,business,1275,>1000DM,1_to_4yrs,2,male_divorced/separated,None,4,real_estate,36,none,own,f22,skilled_employee/official,1,Yes,yes,2
0_to_200DM,24,Delay_in_past,radio/television,6403,<100DM,<1yr,1,male_single,None,2,car_or_other_nonsavings,33,none,own,m1,skilled_employee/official,1,No,yes,2
<0DM,24,Existing_loans_paid_till_now,radio/television,1987,<100DM,1_to_4yrs,2,male_single,None,4,real_estate,21,none,rent,b1,unskilled_resident,2,No,yes,1
0_to_200DM,8,Existing_loans_paid_till_now,radio/television,760,<100DM,4_to_7yrs,4,female_divorced/separated/married,guarantor,2,real_estate,44,none,own,cf1,unskilled_resident,1,No,yes,2
None,24,Existing_loans_paid_till_now,used_car,2603,>1000DM,1_to_4yrs,2,female_divorced/separated/married,None,4,car_or_other_nonsavings,28,none,rent,o1,skilled_employee/official,1,Yes,yes,2
